q16 0 25 0
q16 0 39 0
q16 0 40 0
q16 0 54 0
q16 0 56 0
q16 0 57 0
q16 0 58 0
q16 0 62 0
q16 0 63 0
q16 0 65 0
q16 0 73 0
q16 0 80 0
q16 0 87 0
q16 0 92 0
q16 0 94 0
q17 0 100 0
q17 0 101 0
q17 0 105 0
q17 0 11 0
q17 0 13 0
q17 0 15 0
q17 0 17 0
q17 0 21 0
q17 0 22 0
q17 0 24 0
q17 0 27 0
q17 0 38 0
q17 0 40 0
q17 0 44 0
q17 0 55 0
q17 0 8 0
q17 0 81 0
q17 0 84 0
q17 0 87 0
q17 0 9 0
q17 0 92 0
q17 0 94 0
q18 0 100 1
q18 0 101 1
q18 0 102 1
q18 0 105 0
q18 0 11 0
q18 0 13 0
q18 0 17 0
q18 0 22 0
q18 0 23 0
q18 0 39 0
q18 0 40 0
q18 0 44 0
q18 0 52 0
q18 0 55 0
q18 0 7 0
q18 0 79 0
q18 0 83 0
q18 0 87 0
q18 0 92 0
q18 0 94 0
q18 0 97 0
q19 0 100 1
q19 0 101 1
q19 0 102 1
q19 0 105 0
q19 0 11 0
q19 0 15 0
q19 0 17 0
q19 0 18 1
q19 0 39 0
q19 0 40 0
q19 0 44 0
q19 0 52 0
q19 0 54 1
q19 0 7 0
q19 0 79 0
q19 0 8 1
q19 0 80 0
q19 0 87 0
q19 0 92 0
q19 0 94 0
q19 0 97 0
q20 0 100 0
q20 0 105 0
q20 0 13 0
q20 0 15 1
q20 0 18 1
q20 0 21 0
q20 0 39 0
q20 0 40 1
q20 0 44 0
q20 0 54 1
q20 0 55 1
q20 0 59 1
q20 0 67 0
q20 0 7 1
q20 0 70 1
q20 0 71 1
q20 0 72 0
q20 0 79 0
q20 0 86 0
q20 0 87 0
q20 0 92 0
q20 0 94 0
q20 0 97 0
q20 0 99 1
q21 0 100 0
q21 0 103 0
q21 0 105 0
q21 0 11 0
q21 0 17 0
q21 0 22 0
q21 0 23 0
q21 0 24 0
q21 0 25 0
q21 0 32 0
q21 0 39 0
q21 0 42 0
q21 0 52 0
q21 0 54 0
q21 0 56 0
q21 0 63 0
q21 0 72 0
q21 0 73 0
q21 0 79 0
q21 0 8 0
q21 0 80 0
q21 0 92 0
q22 0 103 0
q22 0 105 0
q22 0 11 1
q22 0 18 0
q22 0 22 0
q22 0 23 1
q22 0 24 0
q22 0 25 0
q22 0 32 0
q22 0 39 0
q22 0 40 0
q22 0 54 0
q22 0 56 0
q22 0 59 0
q22 0 63 0
q22 0 65 0
q22 0 67 0
q22 0 73 0
q22 0 80 0
q22 0 92 0
q23 0 100 0
q23 0 102 0
q23 0 103 0
q23 0 105 0
q23 0 11 0
q23 0 21 0
q23 0 22 0
q23 0 23 0
q23 0 24 0
q23 0 25 0
q23 0 27 0
q23 0 32 0
q23 0 33 1
q23 0 38 0
q23 0 39 0
q23 0 47 0
q23 0 54 0
q23 0 55 0
q23 0 56 0
q23 0 59 0
q23 0 63 0
q23 0 65 0
q23 0 73 0
q23 0 89 0
q23 0 9 0
q23 0 96 0
q24 0 100 0
q24 0 101 0
q24 0 105 0
q24 0 11 0
q24 0 13 0
q24 0 17 0
q24 0 19 0
q24 0 20 0
q24 0 38 0
q24 0 39 0
q24 0 40 0
q24 0 44 0
q24 0 52 0
q24 0 55 0
q24 0 56 0
q24 0 59 0
q24 0 62 0
q24 0 65 0
q24 0 67 0
q24 0 7 0
q24 0 79 0
q24 0 80 0
q24 0 82 0
q24 0 83 0
q24 0 84 0
q24 0 86 0
q24 0 87 0
q24 0 92 0
q25 0 100 0
q25 0 101 0
q25 0 105 0
q25 0 13 1
q25 0 15 0
q25 0 17 1
q25 0 20 1
q25 0 35 1
q25 0 39 0
q25 0 40 0
q25 0 44 1
q25 0 48 1
q25 0 54 1
q25 0 57 1
q25 0 59 0
q25 0 62 1
q25 0 72 1
q25 0 73 0
q25 0 79 1
q25 0 80 0
q25 0 81 1
q25 0 83 1
q25 0 86 0
q25 0 92 0
q25 0 94 0
q25 0 97 0
q25 0 98 1
q26 0 100 0
q26 0 101 0
q26 0 104 0
q26 0 105 0
q26 0 13 0
q26 0 15 0
q26 0 17 0
q26 0 20 1
q26 0 21 0
q26 0 39 0
q26 0 40 0
q26 0 44 1
q26 0 55 1
q26 0 56 0
q26 0 63 0
q26 0 76 0
q26 0 79 1
q26 0 81 0
q26 0 82 1
q26 0 83 1
q26 0 84 1
q26 0 85 0
q26 0 86 0
q26 0 87 0
q26 0 92 0
q26 0 97 0
q27 0 100 1
q27 0 101 1
q27 0 102 1
q27 0 104 0
q27 0 105 0
q27 0 35 0
q27 0 39 1
q27 0 44 0
q27 0 54 0
q27 0 55 1
q27 0 56 0
q27 0 57 0
q27 0 63 1
q27 0 72 0
q27 0 79 0
q27 0 80 0
q27 0 81 0
q27 0 84 0
q27 0 87 0
q27 0 92 0
q27 0 94 0
q28 0 100 1
q28 0 101 0
q28 0 102 1
q28 0 105 0
q28 0 11 0
q28 0 13 0
q28 0 17 0
q28 0 19 0
q28 0 35 0
q28 0 44 0
q28 0 67 0
q28 0 7 0
q28 0 79 0
q28 0 80 0
q28 0 81 0
q28 0 83 0
q28 0 87 0
q28 0 92 0
q28 0 94 0
q28 0 97 0
q29 0 100 0
q29 0 101 1
q29 0 102 1
q29 0 105 0
q29 0 11 0
q29 0 17 0
q29 0 22 0
q29 0 23 0
q29 0 24 0
q29 0 35 0
q29 0 44 0
q29 0 65 0
q29 0 7 0
q29 0 72 0
q29 0 79 1
q29 0 80 0
q29 0 83 0
q29 0 92 0
q29 0 94 0
q29 0 97 0
q30 0 100 0
q30 0 105 0
q30 0 13 0
q30 0 17 1
q30 0 22 0
q30 0 24 1
q30 0 39 0
q30 0 40 0
q30 0 44 0
q30 0 5 0
q30 0 54 1
q30 0 56 0
q30 0 65 0
q30 0 73 0
q30 0 79 1
q30 0 86 0
q30 0 87 0
q30 0 89 0
q30 0 92 0
q30 0 94 1
q31 0 100 0
q31 0 101 0
q31 0 105 0
q31 0 25 0
q31 0 40 0
q31 0 42 0
q31 0 44 0
q31 0 54 0
q31 0 58 0
q31 0 59 0
q31 0 65 0
q31 0 67 0
q31 0 7 0
q31 0 79 0
q31 0 81 0
q31 0 82 0
q31 0 84 0
q31 0 86 0
q31 0 87 0
q31 0 92 0
q32 0 100 0
q32 0 101 0
q32 0 103 0
q32 0 105 0
q32 0 17 0
q32 0 22 0
q32 0 23 0
q32 0 24 0
q32 0 25 1
q32 0 39 0
q32 0 44 0
q32 0 54 1
q32 0 56 0
q32 0 63 0
q32 0 7 0
q32 0 73 0
q32 0 79 0
q32 0 84 0
q32 0 86 0
q32 0 92 0
